sentiment,cleaned_comment
0.0,pemerintah desa pemdes muarabakti kecamatan babelan kabupaten bekasi menyalurkan bantuan masyarakat desa kabupaten cianjur jawa barat terdampak gempabumi
0.0,berterimakasih besarnya bin besarnya garda terdepan penangulangan bencana alam gempa cianjur binresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,apresiasi kinerja bin membantu korban bencana alam gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,kabar gempa cianjur yg sempet bikin tenda esek
10.0,polri recovery pembersihan puing puing reruntuhan bangunan pasca gempa cianjur
0.0,baznas terima infak perusahan us adira finance bantu korban gempa cianjur
0.0,gini jd relawan gempa cianjur gw komunitas stlh gempa udh donasi tuh berita kemana krn unt dipamerin
0.0,asn kecamatan kepulauan seribu selatan bantuan korban gempa cianjur harian terbit harian terbit
12.5,program recovery relawan nasionaldi lokasi bencana gempa cianjurfpipeduli
0.0,polri berperan aktif pendistribusian bantuan sosial korban gempa cianjur
0.0,yayasan brata bhakti polri serahkan bantuan terdampak gempa cianjur sindonews bukanberitabiasa
0.0,bantuan barang
-11.11111111111111,ampi kak seto trauma healing anak terdampak gempa cianjur
0.0,bin sisir daerah terpencil salurkan bantuan korban gempa cianjur binresponcepatbencanalam binpedulikorbanbencana binturutberdukagempacianjur binhadircepatuntukrakyat binpedulisesama
0.0,pemprov kalsel serahkan bantuan korban gempa cianjur rp juta
0.0,unpas serahkan bantuan korban gempa cianjur
-9.090909090909092,ampi kak seto trauma healing anak terdampak gempa cianjur sindonews bukanberitabiasa
0.0,gempa cianjur gempa berderet memanjang semoga alah jauhkan masyarakat indonesia musibah amin
0.0,pemprov kalsel serahkan bantuan korban gempa cianjur rp juta bantuansosial
0.0,ijin mohon doa relawan semoga dipermudah membangun mushola portabel lokasi korban gempa cianjur
0.0,mahasiswa gundar libur nataru tambang ilegal kaltim gempa cianjur kalideres family
0.0,unit tangki air pmi beroperasi posko pengungsian korban gempa cianjur
0.0,dana umat islam yg mna gub heru mui dki nu dki gub heru berencana mengunakan separuh dana infag dr mesjid dki utk disumbangkan korban gempa cianjur
0.0,piti salurkan bantuan korban gempa cianjur
6.25,biadab org menjadikan penderitan korban kanjuruhan gempa cianjur alat utk mencari honor dgn banyaknya undangan narasumber
0.0,halo mutualku lokasi gempa cianjur niatnya ngasi snack anak anak yg terdampak barangkali berdonasi dm transparansi donasi kasi decara detail terimakasih
0.0,forum csr indonesia dampingi menteri sosial kunjungi posko pengungsian gempa cianjur
0.0,gerak cepat bin gempa cianjur binresponcepatbencanalam
0.0,baznas jatim kirim personel uang tunai rp juta korban gempa cianjur gogle berita berita news bangsaonline
0.0,done kalo beruntung bwt beli beras keluarga korban gempa cianjur senin
0.0,hasil donasi masyarakat apbd pemkot bekasi salurkan bantuan bencana gempa cianjur
0.0,bytedance serahkan donasi korban gempa cianjur
0.0,dilarang mengirim menfes mengandung unsur porno sara politik kebencian teror rasisme keributan rapat evaluasi pos pelayanan gempa cianjur
-3.4482758620689653,makan malam dapur balita gempa cianjur tempe nuget goreng tumis toge nasi lunak utk bayi dijadikan nasi tim bubur mingu penyintas gempa membantu masak dapur kegiatan pemberdayan trauma healing
0.0,penerima beasiswa baznas serahkan bantuan korban gempa cianjur
0.0,lokasi pembangunan hunian korban gempa cianjur kampung buniaga rt desa ciherang kecamatan pacet
0.0,kementerian hukum hak asasi manusia kemenkumham bantuan sosial kumham peduli cianjur masyarakat terdampak gempa november
0.0,merasakan pilunya hati mengucap syukur hadir langsung lokasi bencana gempa cianjur walahu alam bisawab
0.0,anak yatim piatu pasca gempa cianjur mensos bantu tabungan
0.0,peduli korban gempa cianjur dp apersi salurkan bantuan bahan makanan gt gt
0.0,satgas kopasgat tni angkatan udara kenal libur bantu warga kampung nanjung desa cugenang terdampak gempa cianjur
0.0,sat brimob polda jabar bersihkan puing puing rumah masyarakat cugenang pasca gempa cianjurpasca gempa kegiatan alihkan pembersihan puing puing perobohan rumah sdh rusak rencanakan pembuatan rumah pemerintah korban gempa
0.0,rangkaian acara utama kegiatan mendengarkan dongeng menyanyi kak seto
0.0,bantuan warga korban bencana gempa bumi kabupaten cianjur jawa barat mengalir
0.0,bantuan berguna mengoptimalkan peran baznas
0.0,kabid humas polda jabar jaga keamanan polri laksanakan patroli malam pemukiman korban gempapolri sat melaksanakan tugas lokasi gempa cianjur lakukan patroli malam pemukiman masyarakat sabtu
0.0,penambahan alat berat pencarian korban gempa cianjur
0.0,kabid humas polda jabar tim gabungan polri intens bantu masyarakat bersihkan puing puing bangunan pasca gempa cianjur megiatan lakukan membantu masyarakat membantu program pemerintah menata kab cianjur kabid humas
0.0,data bupati bnpb korban gempa meningal dunia berbeda
0.0,tutup efek gempa cianjur
0.0,mulut lo bau gerung
0.0,pcnu bantul lazisnu bantul melepas tim relawan menyalurkan bantuan juta langsung korban gempa cianjur jumat pcnu bantul tasyarufkan juta korban gempa cianjur
0.0,bin korban gempa cianjur binresponcepatbencanalam
0.0,alat berat ditambah cari korban hilang gempa cianjur
0.0,peduli keluarga karyawan korban gempa cianjur pt pratama abadi industri bantuan
0.0,gerak cepat presiden jokowi kunjungi tenda pengungsi korban gempa cianjur jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunegeri jokowimajubersamaindonesia jokowibapakinfrastruktur
0.0,pemkot bekasi salurkan bantuan dana rp miliar korban bencana gempa cianjur
0.0,korban gempa cianjur ditemukan pemkab alat berat tuntaskan pencarian
0.0,batas maksimal pencarian korban gempa cianjur tertimbun desember
0.0,pemalang peduli gempa cianjur
0.0,pemkab cirebon bantu gempa cianjur rp miliar
0.0,peduli korban gempa cianjur spn vi bantuan
0.0,presiden jokowi serahkan bantuan perbaikan rumah korban gempa cianjur
0.0,anjing gempa cianjur berguna dr uasu
0.0,relawan ganjar membantu korban gempa cianjur
0.0,bin siapkan nakes siapkan kebutuhan pokok korban gempa cianjur binresponcepatbencanalam binpedulikorbanbencana binturutberdukagempacianjur binpedulisesama gempacianjur gempabumi cianjurberduka
-3.5714285714285716,makan siang dapur balita gempa cianjur teriyaki sapi tumis kacang tempe nasi lunak utk bayi dijadikan nasi tim bubur penyintas gempa bantu masak dapur kegiatan pemberdayan trauma healing
0.0,kemenkumham salurkan bantuan rp korban gempa cianjur
0.0,share donasi utk terdampak gempa cianjur paudqu tarbiyatusibyan desa mangunkerta kecamatan cugenang cianjur tks
0.0,ganjar berusaha membantu gempa cianjur ganjarpranowo ganjarpranowo ganjarkita ganjaruntukindonesia sahabatganjar relawanganjar capres ganjarpranowofor ganjarpilihanrakyat ganjarhebat ganjaramanah ganjarbertangungjawab
0.0,bin yg terbaik utk membantu masyarakat korban gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,donasi korban gempa cianjurupdatecianjur donasi blibli korbangempa cianjur
0.0,pelepasan tim tagana dinas sosial propinsi jawa bko gempa cianjur prop jawa barat tim orang rencana bertugas november desember november
0.0,presiden jokowi pastikan bantuan rumah rusak gempa cianjur mudah jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunegeri jokowimajubersamaindonesia jokowibapakinfrastruktur
0.0,wabup garut serahkan bantuan gempa cianjur jyp nation barbie graduation
0.0,jokowi percepat pencairan dana perbaikan rumah korban gempa cianjur pandang bulu keren jokowipresidenkupembangunanuntukrakyatpresidenjokowihebatjokowimembangunegerijokowimajubersamaindonesiajokowibapakinfrastruktur
0.0,update gempa cianjur desember aftershock
0.0,news bin dirikan posko bantuan korban gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,info bin dirikan posko bantuan korban gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,bin dirikan posko bantuan korban gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,bin bantu penyintas gempa cianjur lewati sulitbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
-11.11111111111111,bin laksanakan kegiatan trauma healing anak korban gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
-10.0,trauma healing upaya penyembuhan mental anak anak korban gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,bin membantu korban gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,perjuangan bin membantu korban gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,apresiasi bin terdepan membantu korban gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,buktikan kepedulianmu rekening laznas al irsyad sedekah bank syariah indonesia bank mega syariah posko laznas al irsyad peduli gempa cianjur prayforcianjur
-5.882352941176471,tes bacan ayat ayat pendek hadiah uang kadisos kabag kerjasama trauma healing anak anak korban gempa cianjur
0.0,bin bantu penangulangan gempa cianjur binresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,bin bantu korban gempa cianjur plosok binresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,gerak cepat bin lokasi gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,penyaluran bantuan korban bencana gempa cianjur bencana gempa peduli cianjur jawabarat
-16.666666666666668,trauma healing dgn korban gempa cianjur
0.0,bin tulus bantuan korban gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,bin kerahkan bantuan korban gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,bin lakukan terbaik korban gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,bin daerah jabar bantu korban gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
10.0,pa program recovery pasca gempa cianjur tenda huntara pa k
0.0,pemeriksan rutin korban gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,posko bantuan bin bantu korban gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,terima kasih discovery centre bantuan perlengkapan mandi masyarakat terdampak gempa cianjur pmi dki jakarta gempacianjurdiscoverycentrepmiselalubantu
0.0,kabupaten gresik kirim ikan bandeng uang korban gempa cianjur
0.0,warga korban gempa cianjur berterima kasih bin binresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,korban meningal akibat gempa cianjur capai jiwa
0.0,kolaborasi sektor publik swasta membantu penyintas gempa cianjur salah satunya hadirnya yayasan wings peduli posko pengungsian lapangan jagaraksa warungkondang dikelola selengkapnya
0.0,activity report tbm bg turun bencana gempa cianjur asalamualaikum selamat siang salam bg delegasi relawan tbm bg gempa cianjur mengunjungi wilayah terdampak gempa pemeriksan kesehatan pemberian obat obatan penyerahan bantuan logistik
0.0,apresiasi delegasi asalamualaikum selamat siang salam bg tbm bumi gora mengirimkan delegasi relawan turun bencana gempa cianjur dr nurlyta hapsari putri tbm bg amrulah muliawan hamdin tbm bg
5.2631578947368425,universitas agustus jakarta menyediakan mck sanitasi layak warga toilet portable toren air pompa air tenda pengungsian desa benjot cianjur
0.0,adira finance syariah memercayakan baznas menyalurkan infak perusahan
0.0,komunitas vespa grel indonesia sejawat vespa bantu korban gempa cianjur
0.0,bin bantuan terbaik pengungsi gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,layanan kesehatan bin disambut positif korban gempa cianjur binresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,bin gerak cepat bantu korban gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
3.8461538461538463,kumpulan berita hoaks pantai pangandaran mengering gempa cianjur kebakaran rumah akibat set top box meledak harimau gunung pegat wonogiri topik hangat cari faktanya newsorhoax pkl kompastvstreaming
0.0,bin pelayanan terbaik pengungsi gempa cianjur binresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,terimakasih bin respon cepat bin membantu korban gempa cianjur binresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
-11.11111111111111,bin gelar trauma healing anak anak korban gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,kinerja bin membantu korban gempa cianjur patut diapresiasibinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
-14.285714285714286,trauma healing digelar bin pengungsi gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,distribusi bantuan bin bantu masyarakat korban gempa cianjur mantap binresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinpedulisesamagempacianjurgempabumicianjurberduka
0.0,bin melaksanakan kegiatan pelayanan kesehetan korban gempa cianjur dor to dor binresponcepatbencanalam binpedulikorbanbencana binturutberdukagempacianjur binhadircepatuntukrakyat binpedulisesama
0.0,posko bantuan bin disambut ama masyrakat korban gempa cianjur terbaik binresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinpedulisesamagempacianjurgempabumicianjurberduka
0.0,posko bantuan bin sngt bantu korban gempa cianjur terimakasih bin binresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinpedulisesamagempacianjurgempabumicianjurberduka
0.0,layanan dor to dor bin bermanfat korban gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,terimakasih bin yg sigap cepat bantu korban gempa cianjur mantap binresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinpedulisesamagempacianjurgempabumicianjurberduka
0.0,korban gempa cianjur terbantu layanan kesehatan mi bin binresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,layanan dor to dor sngat membantu korban bncana gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,layanan dor to dor bin membantu korban gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,korban gempa cianjur terbantu layanan kesehatan mi binbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,bin sigap merespon korban gempa cianjur salurkan bantuan kemanusianbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,dor to dor bin bantu korban gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,pendistribusian madu habib ali alhamid tim relawan hilmi tenda tenda darurat warga korban gempa cianjur barakalahu fik
-12.5,trauma bencana gempa cianjur minimalisir kegiatan posko binbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,bin cepat penyaluran bantuan korban gempa cianjur binresponcepatbencanalam binpedulikorbanbencana binturutberdukagempacianjur binhadircepatuntukrakyat binpedulisesama
0.0,bin pahlawan anak anak korban gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,belajar penyintas gempa cianjur semangat beribadah tingal pengungsian rutin sholat berjamah sholat masya alah tabarakalah klik
0.0,penyerahan bantian serikat buruh spn kota bogor korban gempa cianjur binresponcepatbencanalam binpedulikorbanbencana binturutberdukagempacianjur binhadircepatuntukrakyat binpedulisesama
-7.142857142857143,apresiasi bin kegiatan menghilangkan trauma anak korban gempa cianjur binresponcepatbencanalam binpedulikorbanbencana binturutberdukagempacianjur binhadircepatuntukrakyat binpedulisesama
-14.285714285714286,bin membantu menghilangkan trauma korban gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
-7.142857142857143,pendidikan trauma healing lakukan bin anak korban gempa cianjur binresponcepatbencanalam binpedulikorbanbencana binturutberdukagempacianjur binhadircepatuntukrakyat binpedulisesama
0.0,bin mengelar pendidikan agama islam anak korban gempa cianjur binresponcepatbencanalam binpedulikorbanbencana binturutberdukagempacianjur binhadircepatuntukrakyat binpedulisesama
0.0,bin perduli kesehatan mental korban gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,bin cepat tangap bangun posko kemanusian korban gempa cianjur binresponcepatbencanalam binpedulikorbanbencana binturutberdukagempacianjur binhadircepatuntukrakyat binpedulisesama
0.0,upaya bin membantu masyarakat korban gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,posko bin cianjur pelayanan kesehatan pengungsi gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,warga korban gempa cianjur berterima kasihbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,posko bantuan bin adakan kegiatan pemeriksan kesehatan korban pengungsi gempa cianjur pray for cianjur binresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,mantap bin terbaik korban gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
-10.0,bin membantu korban gempa cianjur trauma healing puluhan anak anakbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,bin bantuan korban gempa cianjur dor to dor binresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,posko bantuan bin menyediakan layanan kesehatan masyarakat terdampak gempa cianjur binresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
-8.333333333333334,bin tim kegiatan trauma healing pengungsi anak balita korban gempa cianjur binresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,bin aplikasi sibe bantu korban gempa cianjur binresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
-12.5,bin membantu korban gempa cianjur trauma healing binresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,ratusan pengungsi korban gempa cianjur posko bantuan bin bantuan kemanusian binresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
-7.142857142857143,bin honda verza riders bandung gelar trauma healing anak anak korban gempa cianjur binresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
-5.0,trauma healing gtk kemenag ri pgm indonesia korban gempa cianjur alami guru madrasah cianjur traumahealing gempacianjur pgmindonesia perkumpulangurumadrasahindonesia gurumadrasahebat madrasahebatbermartabat
0.0,korban gempa cianjur bansos miliar kemenkumham rincianya bansos cianjur cianjurberduka bantuansosial kemenkumham
0.0,bin hebat pelayanan kesehatan warga terdampak gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
-4.166666666666667,polri trauma healing anak anak tenda pengungsian pasca gempa cianjurpolri membantu pemulihan trauma treatment trauma healing korban anak anak ditenda pengungsian gempa cianjur kamis
0.0,bin sisir wilayah terpencil bantu masyarakat terdampak gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
0.0,sat brimob polda jabar bersihkan puing puing rumah masyarakat cugenang pasca gempa cianjur
0.0,bin peduli gempa cianjurbinresponcepatbencanalambinpedulikorbanbencanabinturutberdukagempacianjurbinhadircepatuntukrakyatbinpedulisesama
4.761904761904762,mohon ijin share komandan bakti sosial kolaborasi polres purwakarta pt south pacific viscose korban gempa cianjur please like coment share subscribe
0.0,kilogram ikan nila segardibudidayakan membantu memulihkan perekonomian penyintas gempa cianjur pasca bencana
0.0,sahabat pasca gempa cianjur kuatkan ketahanan pangan pembangunan bank protein program mengencarkan budi daya ikan kampung pameungpeuk desa cijedil kecamatan cugenang kabupaten cianjur
0.0,rt membangunegri lahan seluas hektare ha disiapkan pemerintah korban gempa cianjur mbak sipon moana mahfudmulan de
0.0,ikbs serahkan bantuan korban gempa cianjur
0.0,jurnalrdn edisi alhamdulilah jurnal rdn edisi terbit mengangkat program peduli bencana gempa cianjur informasinya link magz pdf jurnalrdn lembagasosial
0.0,lahan seluas hektare ha disiapkan pemerintah korban gempa cianjur mbak sipon moana mahfudmulan demokrasi jihonandroid cinderelanatawinjokowi jokowipresidenku jokowihebat nkrimajubersamajokowi
-6.25,kankemenag cianjur terjunkan penyuluh pendamping lt em gt trauma healing lt em gt korban gempa cianjurselengkapnya
0.0,bnpb korban gempa cianjur terima bantuan rumah tempotekno
0.0,laznas al irsyad salurkan bantuan logistik penyintas gempa cianjurinfo selengkapnya kunjungi website sedekah infak pusat lembagazakat donatur berbagi
0.0,rumah direlokasi desa melewati garis patahan sesar cugenang rawan gempa
0.0,pmi optimalkan layanan home care warga korban gempacianjur jawa barat
0.0,gubernur rohidin hasil pengalangan dana masyarakat bengkulu korban gempa cianjur fokus pembangunan fasilitas sarana publik
0.0,pembangunan rumah instan sederhana sehat korban gempa cianjur jawa barat ditargetkan rampung rumah selesai dibangun
0.0,jalankan instruksi ahy wasekjen jovan salurkan bantuan korban gempa cianjur ahypimpinperubahan
0.0,instruksi ahy kader demokrat turun langsung bantu korban gempa cianjur ahypimpinperubahan
-7.6923076923076925,pt alton yogantara perkasa salurkan bantuan dana csr trauma healing korban gempa cianjur
0.0,pastikan pembersihan puing rumah terdampak gempa cianjur selesai
0.0,kepala bnpb dampingi wapres ri tinjau penanganan gempa cianjur
0.0,bnpb pastikan pembersihan puing rumah dampak gempa cianjur selesai
0.0,musibah gempa cianjur bantuan mengalir deras korban terdampak persedian logistik sisa donasi bantuan pasca gempa sat menipis headline
0.0,jujur keknya real semenjak gempa cianjur
0.0,musibah gempa november jiwa pelayanan kesehatan pmi
0.0,pmi kaltara bangun sembilan huntara korban gempa cianjur
0.0,korban gempa cianjur diungsikan masjid al jabar biar cepat dibantu gub jabar
0.0,surabaya comunity touring sosialayo rek ben koyo remaja milenial sepeda motoran tujuan ngresmekno pondok pengajian nang lokasi korban gempa cianjur vila cisarua nginep tgl januari sing arep melok hubungi cak chandra salam
0.0,penyintas gempa cianjur sambut bahagia bantuan huntara ydsf
0.0,simak kisah relawan gempa cianjur masya alah terharu
0.0,gercep ahy instruksikan kader bantu korban gempa cianjur ahypimpinperubahan
0.0,rumah terdampak gempa cianjur zona patahan cugenang direlokasi lebaran ditempati
0.0,ratusan karang taruna bersihkan puing puing rumah rusak korban gempa cianjur mudah hambatan
0.0,lurah jatirangon forum rw bantuan korban gempa cianjur
0.0,bnpb rumah terdampak gempa cianjur jawa barat direlokasi
0.0,pemerintah kawasan relokasi kecamatan cilaku
0.0,bnpb pastikan pembersihan puing rumah gempa cianjur selesai kurun
0.0,bantuan rp juta hasil donasi pns tenaga kontrak lingkup pemprov sulbar publisherstory sulbarkini
0.0,mensos risma santunan korban gempa cianjur rp miliar
0.0,iphi muslimat nu tangsel serahkan bantuan korban gempa cianjur kotatangsel metrotangerang bantuan iphitangsel muslimatangsel
0.0,donasi gempa cianjur terimakasih politeknik insan husada surakarta donasi gempacianjur terkumpul rp donasi disalurkan langsung masyarakat terdampak gempa cianjur pmisolo pmiselalubantu pmisolobergeraklebih
0.0,bin lakukan bantuan kemanusian korban gempa cianjur
0.0,menhan prabowo subianto mendampingi presiden ri joko widodo mengunjungi pengungsi korban gempa cianjur meninjau rumah sakit sayang cianjur kunjungan rumah sakit sayang penanganan korban gempa pemersatuindonesia kerjasama
0.0,menteri pertahanan republik indonesia prabowo subianto turun langsung meninjau korban bencana gempa cianjur rsud sayang tenda pengungsipemersatuindonesia kerjasama
0.0,wakil presiden tinjau rumah relokasi korban gempa cianjur
0.0,mensos bantuan tenda pengungsi gempa cianjur
0.0,unit risha selesai dibangun desa sirnagalih kecamatan cilaku
0.0,lebaran huntap korban gempa cianjur beres dibangun
0.0,wapres titipkan pesan pemulihan dampak sosial ekonomi warga korban gempa cianjur diselesaikan terkait tingalnya pengungsi rohingya terdampar aceh digerakan elemen kemanusian keagaman
0.0,bnpb pastikan pembersihan puing terdampak gempa cianjur selesai
0.0,tuandanpuan wakil presiden meninjau langsung progres penanganan dampak gempa cianjur rabu bencana wapres ksp
0.0,cianjur dana mustadhafin menyalurkan bantuan anak anak terdampak gempa cianjur mengikuti
0.0,pembuatan hundar salah layanan utama layanan dijalankan muhamadiyah respon tangap darurat gempa cianjur selengkapnya relawan muhamadiyah gempa
0.0,bnpb pembersihan puing gempa cianjur selesai
0.0,wapres cek pembangunan huntap pupr korban gempa cianjur
0.0,bnpb bangun hunian korban gempa cianjur dibangun desa
0.0,puing gempa cianjur bersih bangun rumah lokasi situ
0.0,paket schol kit dikirimkan cianjurkamis lazismu jawa barat mengirimkan paket schol kit anak anak penyintas gempa cianjur paket hygiene kit pengungsi lainya
0.0,hinga seribu rumah dibersihkan
0.0,pemerintah bangun hunian korban gempa cianjur lokasi
0.0,bnpb fokus bersihkan puing puing rumah
0.0,warga korban gempa cianjur jawa barat menerima bantuan pembangunan rumah mengugurkan bantuan pemerintah
0.0,bnpb fokus bersihkan puing bangunan rumah warga terdampak gempa cianjur
0.0,pembersihan puing rumah terdampak gempa cianjur selesai pembersihan selesai warga membangun rumahnya lokasi
0.0,hunian relokasi gempa cianjur ditarget rampung lebaran
0.0,bantuan korban gempa cianjur digulirkan baznas tangsel pembangunan rehab rumah layak huni pemulihan pasca bencana gempa rehab rumah prioritas team btb kota tangsel meringankan beban korban
0.0,bangun bank protein dompet dhuafa bantu kuatkan ketahanan pangan pasca gempa cianjur selengkapnya gt gt
