Content,Author,Date,Language,Location,Number of Likes,Number of Retweets,In Reply To,Author Name,Author Description,Author Tweets Count,Author Following Count,Author Followers Count,Author Listed Count,Author Verified,Longitude,Latitude
@bli_andi  BIN bergerak untuk kemanusiaan. BIN peduli sesama. #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINPedulisesama #GempaCianjur #GempaBumi #CianjurBerduka https://t.co/3SmbWH95ev,@KimMill06064763,2022-12-16 00:42:49,in,,0.0,0.0,@bli_andi,Kim Miller,"Model, Content Creator, Lovely gf 💖",1459.0,51.0,29.0,0.0,False,,
@bli_andi  BIN siapkan nakes dan siapkan kebutuhan pokok korban gempa Cianjur #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINPeduliSesama #GempaCianjur #GempaBumi #CianjurBerduka https://t.co/8stSBGtMbF,@KimMill06064763,2022-12-16 00:42:48,in,,0.0,0.0,@bli_andi,Kim Miller,"Model, Content Creator, Lovely gf 💖",1459.0,51.0,29.0,0.0,False,,
@bli_andi  BIN bangun posko trauma healing yang membantu pemulihan warga Cianjur. Hebat... #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINPeduliSesama #GempaCianjur #GempaBumi #CianjurBerduka https://t.co/mrDWoDWwCu,@KimMill06064763,2022-12-16 00:42:48,in,,0.0,0.0,@bli_andi,Kim Miller,"Model, Content Creator, Lovely gf 💖",1459.0,51.0,29.0,0.0,False,,
BIN Peduli Korban Bencana #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #GempaCianjur #GempaBumi #CianjurBerduka https://t.co/KwiEiOK9vI,@KimMill06064763,2022-12-16 00:18:24,in,,0.0,0.0,,Kim Miller,"Model, Content Creator, Lovely gf 💖",1459.0,51.0,29.0,0.0,False,,
"Pemkab Cianjur Pastikan Pendataan Rumah Rusak Tanpa Batas Waktu

https://t.co/bvcQrpHeUY

#beritaupdate #GempaCianjur #Data #rumah #korbangempacianjur #Daerah #Cianjur #GempaBumi #PrayForCianjur #news",@officialntv_,2022-12-15 23:44:29,in,,0.0,0.0,,Official NusantaraTv,"Akun resmi Televisi Digital Nusantara Tv
IG : @officialnusantaratv | FB : nusantaratv | Tiktok : officialntv

#sahabatkita #nusantaratv",10464.0,127.0,133.0,1.0,False,,
BIN bergerak cepat distribusi bantuan dari korban gempa di Cianjur #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINPeduliSesama #GempaCianjur #GempaBumi #CianjurBerduka https://t.co/B1fqOjTTq3,@KimMill06064763,2022-12-15 23:18:18,in,,0.0,0.0,,Kim Miller,"Model, Content Creator, Lovely gf 💖",1459.0,51.0,29.0,0.0,False,,
Pasca Gempa Cianjur Kementerian #PUPR Percepat Pembangunan Rumah Warga https://t.co/fq9vdXcNC1 #gempacianjur,@Economicreview_,2022-12-15 23:08:56,in,,0.0,0.0,,Economic Review,Economy - Finance - Investment,22450.0,0.0,32.0,0.0,False,,
BIN siapkan nakes dan siapkan kebutuhan pokok korban gempa Cianjur #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINPeduliSesama #GempaCianjur #GempaBumi #CianjurBerduka https://t.co/8stSBGtMbF,@KimMill06064763,2022-12-15 22:43:14,in,,0.0,0.0,,Kim Miller,"Model, Content Creator, Lovely gf 💖",1459.0,51.0,29.0,0.0,False,,
Kebutuhan Anggaran Pemulihan di Cianjur Butuh Rp6 Triliun #GempaCianjur #Cianjur #Pemulihan https://t.co/Hvne4UZp5d,@ceklissatucom,2022-12-15 14:05:08,in,,0.0,0.0,,Ceklissatu.com,Official Twitter of https://t.co/PdTX1HTPFm | Informasi Aktual Terpercaya,6350.0,50.0,45.0,0.0,False,,
"Wartawan Tangerang Peduli Gempa, Kumpulkan Uang Bangun Ponpes di Cianjur https://t.co/1cW7b3NP8N #News #Bantuan #GempaCianjur #PeduliSosial",@PelitaBanten,2022-12-15 13:28:33,in,,0.0,0.0,,Pelita Banten,Pelita Banten adalah Situs Berita Online No.1 di Banten yang menyajikan berita hari ini dan kabar terbaru secara tepat dan akurat.,10149.0,79.0,658.0,2.0,False,,
